#{"t_start": 1754198174.1513555, "env_id": "None"}
r,l,t
73.68208,299,691.843579
79.218506,299,692.010662
88.88214,299,693.320796
81.24433,299,694.291939
84.58499,299,694.454096
93.08007,299,694.613917
76.33913,299,694.777487
73.28541,299,694.935623
72.55067,299,695.100447
88.57006,299,695.262309
42.51297,210,696.312265
90.412926,299,696.479321
101.9822,299,696.641149
92.54844,299,696.809328
81.05061,287,696.957127
93.690636,299,697.12941
104.13446,299,697.295653
62.756535,299,698.405367
79.87751,299,698.565753
78.00322,273,698.704625
77.91883,299,698.858495
104.093605,299,699.012532
89.29997,299,699.180045
83.21879,299,699.343189
112.018,299,700.368058
61.968723,265,700.512089
85.38395,299,700.676189
62.823524,249,700.826134
83.08694,299,700.996978
74.36468,284,701.154831
49.824406,177,701.256999
57.310875,299,702.369292
88.37366,299,702.540406
107.46318,288,702.70146
59.266666,248,702.827675
87.74533,299,702.986788
127.872604,299,704.209063
52.084526,217,704.334746
52.36639,198,704.447646
66.892075,243,705.550819
95.59384,299,705.720702
76.04902,299,705.891848
100.20667,299,706.062491
78.03623,299,706.231944
92.83569,299,706.392357
102.82556,299,706.587166
96.06662,299,707.713717
94.3522,299,707.86906
96.374886,299,708.024288
82.5983,299,708.194742
76.96023,299,708.364727
54.811497,196,708.466158
86.77558,299,708.630759
66.700356,299,709.684245
69.959045,299,709.843676
63.684406,225,709.966584
78.10459,299,710.133578
76.005875,254,710.272576
39.798744,162,710.356487
93.029236,299,710.523739
97.629196,299,710.696361
55.268547,212,711.753583
62.937416,275,711.939622
83.55854,299,712.099894
119.481674,299,712.269421
57.388115,213,712.384079
71.77041,299,712.546176
81.18588,299,712.739957
86.570015,299,713.893442
64.77354,299,714.05026
76.862335,299,714.21105
79.2121,299,714.392903
77.93833,299,714.578241
92.3472,299,716.245309
70.00691,260,716.382541
62.005127,243,716.509551
83.50958,290,717.497075
75.43916,295,717.656094
67.122604,231,717.769989
69.17028,256,717.915759
60.667965,222,718.047057
103.36364,299,718.199305
64.47629,230,718.316181
102.456055,299,719.382919
55.864204,210,719.505521
32.334736,111,719.564357
91.23639,259,719.715933
88.694435,299,719.871519
93.94472,299,720.042359
86.62682,299,720.203367
58.934452,231,720.326464
89.384514,283,721.411228
86.36931,299,721.574321
89.0298,299,721.766683
82.4547,299,721.956553
65.734856,299,722.144397
71.42903,299,722.309064
103.67877,299,722.473584
71.32393,299,723.679152
67.68357,244,723.810821
76.766945,299,723.975481
58.522507,239,724.106164
83.29741,299,724.290817
62.06351,218,724.409333
74.72895,299,724.573342
90.71834,299,724.733306
95.50472,299,725.878556
90.169365,299,726.046891
85.40905,299,726.209324
51.37258,211,726.325172
84.91012,299,727.85433
115.584854,299,728.019578
61.374004,276,728.170293
68.59995,250,729.177292
91.685974,299,729.336802
47.090233,185,729.437119
75.89886,280,729.59727
75.42329,299,729.749665
54.190365,212,729.855393
99.618805,299,730.005308
89.07179,299,730.166052
58.752945,238,731.255472
72.77458,299,731.419433
56.254715,222,731.555428
95.92314,299,731.721191
88.360535,299,731.880155
72.94189,279,732.040049
82.42951,299,732.21431
102.43846,299,733.276443
67.13914,299,733.454155
73.89991,274,733.618136
52.58191,256,733.755953
92.11408,299,733.907632
84.63642,261,734.047902
73.02368,273,734.191179
43.899513,195,734.285921
62.80573,257,735.296555
64.614876,219,735.411963
77.36612,266,735.548632
48.716946,213,735.67381
97.99074,299,735.825354
93.74381,299,735.976789
47.175163,166,736.063464
63.82405,230,736.187376
88.71188,299,737.213219
76.871376,299,737.382641
81.80677,299,737.550255
53.533512,216,739.108211
85.57039,299,739.26967
83.0013,299,739.432234
69.57948,278,739.591059
81.17966,299,740.579272
85.32669,299,740.742335
73.13369,296,740.910467
89.94347,299,741.078814
84.09462,299,741.257091
75.01787,299,741.416327
80.02111,299,741.579837
78.20107,282,742.705365
87.891235,299,742.872802
83.02928,299,743.035721
89.68794,299,743.198349
76.86754,299,743.355634
87.91212,299,743.517722
83.773094,299,743.688443
97.27185,299,744.719271
82.28411,299,744.88162
86.04034,299,745.048472
64.06548,237,745.165758
75.13773,278,745.301563
81.05322,299,745.458469
82.66544,299,745.61384
71.85627,209,745.724635
100.806694,299,746.846531
49.766956,184,746.942995
113.249435,299,747.105315
86.41599,299,747.262693
60.298813,276,747.404359
71.034935,237,747.524152
58.34059,275,747.66304
59.767567,259,748.664273
77.02484,289,748.818916
86.16032,299,750.559164
86.42548,299,750.730519
80.608315,299,750.894459
48.978725,171,750.991311
61.469933,227,751.126663
56.106255,197,751.253778
120.04457,299,752.319709
81.98659,299,752.482874
110.12263,299,752.648281
108.88687,299,752.810263
106.771515,299,752.976781
71.81097,299,753.147558
97.82353,299,753.320293
85.67304,299,754.44421
72.24568,267,754.589151
84.05524,299,754.777495
100.319855,299,754.945446
66.73919,246,755.082345
86.65359,299,755.266605
102.0595,299,755.455904
85.55423,299,756.634181
83.844696,299,756.78869
97.37388,299,756.94141
86.6477,299,757.101791
110.620155,299,757.277837
92.1929,299,757.438011
79.342,279,757.588605
110.7324,299,758.615369
78.451485,299,758.779222
86.24859,299,758.937496
104.40669,299,759.09819
65.056816,238,759.229788
84.885635,299,759.385453
106.87075,299,759.559313
92.48779,299,760.5997
76.29765,299,762.048728
117.41362,299,762.216782
79.29485,299,762.378384
83.40882,265,762.521398
82.974106,295,762.692972
57.35204,220,762.822778
75.83995,282,763.770293
82.447685,299,763.933476
118.42324,299,764.093151
85.59574,299,764.254642
94.19284,299,764.412066
93.21814,299,764.570456
80.34043,299,764.740364
82.72798,299,765.829231
93.0718,285,765.989996
74.2482,299,766.144842
97.61405,299,766.309732
98.22911,299,766.466546
94.153595,299,766.628345
108.64358,299,766.793525
85.19307,299,767.847279
74.74062,299,768.008819
43.45272,159,768.095341
80.32355,299,768.244973
70.9967,254,768.376142
71.92533,297,768.530637
86.82274,299,768.693358
109.158035,299,768.871239
84.49538,299,769.854262
87.24575,299,770.016907
104.400475,299,770.175363
66.106674,232,770.29445
77.99388,299,770.447025
68.08026,299,770.607093
109.91265,299,770.758619
100.870346,299,773.118041
76.35455,299,773.271685
89.64753,299,773.421704
84.112564,299,773.580997
80.25017,299,773.737374
90.24967,299,773.897918
67.36353,299,774.058302
93.23672,299,775.053574
129.64388,299,775.200034
95.846504,299,775.351296
71.38394,293,775.493966
108.28022,299,775.652399
82.19253,299,775.799736
90.76112,299,776.791308
99.778076,299,776.945694
88.809975,299,777.094035
76.25709,299,777.258152
76.6488,299,777.417171
90.06737,299,777.568925
105.684616,299,777.729333
66.99541,241,778.767636
98.40614,299,778.936985
90.66719,299,779.090001
58.760487,225,779.196536
112.44374,299,779.346285
68.24472,299,779.501196
97.514946,299,779.645253
72.54812,279,779.790028
97.203964,299,780.851055
70.41968,271,780.990587
85.168625,299,781.140032
74.45677,282,781.294036
67.648735,299,781.451196
91.96082,299,781.60575
80.43303,260,783.278913
96.98632,299,784.227646
62.914993,221,784.344403
73.74066,290,784.501251
113.89924,299,784.666426
51.505013,167,784.771458
96.92513,299,784.930889
95.41995,299,785.099014
58.83442,271,786.110317
107.48082,299,786.270948
73.71141,264,786.421082
75.83042,299,786.577546
56.07774,218,786.691717
97.34211,299,786.846939
99.98289,299,787.00954
97.01033,299,787.17151
107.476875,299,788.185444
76.660446,286,788.333771
79.27427,299,788.485085
95.43375,299,788.645436
100.37228,299,788.796354
83.1326,299,788.95032
92.65618,299,789.100097
75.67778,293,790.097124
111.12098,299,790.248331
96.503334,299,790.422903
86.582695,299,790.575244
58.010063,239,790.713668
84.825195,299,790.867782
57.796043,253,791.004328
92.56948,299,792.118733
135.764,299,792.279756
97.616325,299,792.431114
78.36835,299,792.602376
74.49414,299,792.759279
76.61734,299,794.476375
70.0375,299,794.655936
79.582985,299,795.770687
76.39493,299,795.928815
98.88325,299,796.088602
96.8679,299,796.248142
102.780426,299,796.40196
90.5711,299,796.565936
72.95868,270,796.726201
81.96858,299,797.816344
120.80611,299,797.975377
107.17082,299,798.122545
82.885605,299,798.273746
65.651794,291,798.427109
80.016495,299,798.57937
84.89744,299,799.656833
70.33589,289,799.808811
88.20728,299,799.966189
76.0276,299,800.132397
93.386345,299,800.306195
73.44583,235,800.432034
79.039,298,800.586184
64.991974,236,800.707707
110.306404,299,801.837365
79.913574,299,802.00729
101.45844,299,802.160516
81.08959,283,802.298735
73.5541,250,802.430398
86.869865,299,802.588659
80.12127,299,802.741832
45.15989,198,803.703573
83.64833,299,803.850078
77.73389,299,804.004834
63.232403,244,804.131445
78.89885,278,804.282345
88.96241,299,805.694996
100.814476,299,805.843348
44.99557,175,805.934862
115.51511,299,806.984139
94.60258,299,807.134171
80.57252,255,807.268943
87.19227,289,807.413697
67.98994,267,807.559606
50.82744,195,807.659183
84.76356,299,807.812812
86.84458,299,808.952608
107.42319,299,809.109753
76.87294,299,809.262053
97.60481,299,809.423689
94.17436,299,809.606052
91.35088,299,809.761425
96.80584,299,809.925188
103.06417,299,811.030968
83.41392,299,811.215393
85.075424,299,811.402218
100.32326,299,811.564394
92.25203,299,811.738893
43.59483,178,811.848277
91.093056,299,812.009212
81.12282,299,813.244763
115.20783,299,813.401905
78.501686,291,813.575126
84.1938,299,813.780316
82.27545,299,813.954469
103.10647,299,814.118265
115.623955,299,814.263678
96.10177,299,815.307444
90.984726,299,815.463257
69.95012,299,815.62489
84.78872,299,815.803705
84.401634,299,817.45952
65.716194,270,817.604986
87.90419,299,817.762927
60.056137,222,818.79042
103.87021,299,818.948814
48.22033,207,819.054057
106.340866,299,819.203282
82.040344,275,819.340435
95.10276,299,819.508852
91.826996,299,819.672501
94.09831,299,819.816921
75.78513,299,820.881727
88.01345,299,821.042653
91.97334,299,821.196296
91.38477,299,821.351318
80.101,299,821.498641
88.118004,299,821.653425
85.18324,299,822.782119
75.20453,299,822.94403
113.11025,299,823.106637
74.827774,299,823.251643
87.224335,299,823.407852
111.33382,299,823.560445
90.096725,299,823.713298
77.51411,299,824.860782
94.4862,299,825.016189
65.471535,234,825.132879
75.70616,264,825.270664
98.35886,299,825.423581
69.00744,299,825.575243
70.39195,253,825.710511
69.71707,264,825.852503
117.79664,299,827.017667
103.68352,299,827.174164
79.02988,299,827.314892
81.62956,299,828.91819
73.28179,256,829.054536
89.92289,299,829.209299
93.694016,299,829.36788
93.2714,299,830.370216
90.40703,299,830.529738
73.53792,299,830.701314
87.24591,299,830.860216
98.50939,299,831.016958
75.7359,299,831.189535
74.85392,299,831.343172
92.062675,299,832.348834
90.4793,299,832.504418
93.78475,299,832.665678
81.46332,299,832.830698
87.80463,299,832.97487
58.957882,258,833.11362
87.47321,299,833.271189
94.00541,299,834.362546
85.979935,299,834.523921
83.5881,299,834.687993
84.210846,299,834.850217
90.37791,299,835.000421
108.26883,299,835.14911
101.10052,299,836.284407
112.93733,299,836.440677
99.46054,299,836.620859
72.77132,299,836.787842
97.63999,299,836.957561
102.90419,299,837.112509
96.66388,299,837.266469
84.92298,299,838.305021
73.75797,299,838.47053
61.158154,223,838.588686
34.24087,129,840.236727
92.04644,299,840.387359
75.89944,299,840.547706
83.598755,299,840.715284
72.17285,299,840.872757
53.46108,216,841.780067
78.29782,299,841.951739
85.51351,299,842.106675
88.229774,299,842.275738
82.93513,299,842.434259
64.8186,262,842.585548
63.80228,255,842.721605
72.610146,299,843.80266
64.73509,248,843.940929
115.872406,299,844.105154
88.329094,299,844.266625
91.507675,299,844.415579
99.976,299,844.580939
75.09473,299,844.736662
76.80307,299,845.844409
77.216095,299,846.002923
79.53337,299,846.159268
89.15646,299,846.321678
75.709175,299,846.464842
90.8105,299,846.622098
58.69718,231,846.750266
124.09882,299,847.817035
85.29756,299,847.980463
72.624435,299,848.129896
97.84888,299,848.278193
78.59148,299,848.480738
88.13455,299,848.645018
63.49912,233,848.787215
96.049126,299,849.011247
59.29638,229,850.057652
71.86439,299,851.718244
86.094734,270,851.855089
87.22783,299,852.018272
106.1742,299,852.17663
100.318726,299,852.321085
93.98328,299,852.479594
109.335434,299,853.571697
65.84584,249,853.704535
89.40263,299,853.862414
89.82943,299,854.015081
49.802177,165,854.099415
76.12467,299,854.252529
70.83345,299,854.413121
95.56124,299,855.475542
85.10031,299,855.640352
91.70834,299,855.802971
90.21557,299,855.965629
92.62207,299,856.122634
100.497025,299,856.28716
90.94134,299,856.445583
94.41759,299,857.599425
77.56703,299,857.748524
107.37207,299,857.921803
89.05192,299,858.076664
78.63673,299,858.239987
70.465,268,858.390318
86.062645,299,858.546632
107.58249,299,859.703959
84.3606,299,859.866316
100.10592,299,860.032336
76.11704,274,860.17762
75.04212,240,860.308099
95.90356,299,860.47234
88.91212,299,860.634449
92.346245,299,861.794834
87.80615,299,863.467847
73.309456,299,863.637881
91.096596,299,863.804073
88.40551,299,863.961599
77.23097,299,864.123256
93.11367,299,864.267444
80.46804,299,865.243151
112.27586,299,865.39985
96.835075,299,865.557415
97.629845,299,865.713066
98.33579,299,865.873684
103.76028,299,866.036575
84.3219,299,866.205573
72.71811,299,867.415718
86.91905,299,867.589524
52.67588,219,867.717015
52.352108,216,867.85683
78.92378,299,868.009917
78.66384,299,868.164676
79.41529,299,868.3239
79.9752,299,869.385502
70.633,262,869.520954
71.268616,265,869.671004
73.752426,231,869.79673
79.716995,276,869.972472
70.57948,298,870.142373
90.38169,299,870.312247
59.616913,211,870.433703
90.032936,299,871.555927
90.173775,299,871.715441
77.17944,299,871.88026
82.50302,299,872.041065
78.92762,299,872.20732
58.54854,204,872.312797
98.57788,299,872.47621
73.35079,299,875.250413
73.19559,299,875.445799
46.833725,178,875.577014
63.969505,246,875.856731
96.404,299,876.221484
93.00439,299,876.563034
98.50263,299,876.911237
80.20549,299,878.236434
76.692856,299,878.470749
92.7905,299,878.627793
86.62148,299,878.809829
96.00569,299,879.068761
88.75825,299,879.226934
91.75034,299,879.397163
80.92706,296,880.716299
81.951126,299,880.884272
73.291115,299,881.056687
83.90206,299,881.252125
91.08592,299,881.410247
114.30876,299,881.586455
90.18429,296,881.755101
76.53185,299,882.986
111.76321,299,883.154904
68.969986,260,883.367605
89.51836,299,883.577174
83.5991,299,883.955442
79.11199,299,884.256988
73.3185,243,884.55468
85.91807,299,887.169928
92.56806,299,887.405528
68.04907,270,887.560046
91.51983,299,887.749268
57.869267,219,887.877033
109.96679,299,888.06575
92.28915,299,888.269315
93.315506,299,890.166898
87.716644,299,891.680785
74.24178,299,891.99806
89.96801,299,892.273079
101.03737,299,892.539914
90.77657,299,892.836348
87.9323,299,893.098218
100.06649,299,894.576095
100.036255,299,894.754027
101.62411,299,894.918148
89.0133,292,895.101534
79.55805,299,895.291311
96.61177,299,895.474313
88.95072,299,895.639714
54.144463,184,895.757007
110.67324,299,897.11841
88.5744,299,897.313221
102.18754,299,897.500785
71.495575,255,897.657609
100.97365,299,897.835957
86.414406,299,898.035263
79.15975,299,898.217013
86.68808,299,899.628374
83.4331,299,899.797203
72.827515,299,899.9649
72.694786,299,900.161456
102.74643,299,900.372537
122.9221,299,900.614404
98.49357,299,900.799899
100.01728,299,901.989385
88.585785,299,902.14429
89.78749,299,902.31152
81.122665,299,902.534678
101.81627,299,902.709116
105.659676,299,904.606604
110.0365,299,905.713782
88.06836,299,905.892776
101.33158,299,906.082907
100.46269,299,906.260459
85.874146,299,906.440317
57.997826,223,906.6264
100.12109,299,906.800412
101.46893,299,908.198109
87.574005,299,908.553815
85.8148,299,909.046388
95.518166,299,909.260673
90.18087,299,909.47115
87.27358,299,909.672732
68.20543,299,909.914962
77.258766,299,911.797102
90.78921,299,912.089327
82.58706,281,912.348885
84.16788,299,912.619447
77.41507,299,912.911289
96.40383,299,913.154117
94.725845,299,913.387968
91.3554,299,915.321851
100.20281,299,915.70643
91.486206,299,916.042212
71.654564,299,916.443901
86.63064,299,916.655008
88.32944,299,916.88585
78.0258,299,917.094413
80.94018,299,919.758102
91.93378,299,920.028826
97.991745,299,920.299689
78.587036,299,920.529012
85.9675,299,922.585979
70.27588,247,922.800767
107.55948,299,923.014337
101.46048,299,924.258893
107.254074,299,924.441127
91.20636,299,924.631132
107.448715,299,924.887381
97.12858,299,925.075166
93.67883,299,925.245346
94.694786,299,925.420708
62.55005,223,926.639338
93.070816,299,926.822782
110.745834,299,927.004633
41.662823,155,927.098064
84.068245,299,927.280312
80.79124,232,927.420784
78.88482,299,927.600324
76.31577,257,927.750995
79.62869,264,929.123003
69.05803,257,929.263018
90.09408,299,929.476985
86.35565,299,929.65111
92.27769,299,929.832973
94.264015,299,930.02236
84.82154,299,930.183794
43.077686,164,931.277089
100.478355,299,931.440075
85.59145,299,931.618557
78.504425,286,931.778162
58.070515,207,931.91971
96.584785,299,932.101858
92.26517,299,932.265394
75.88292,257,932.413375
103.176125,299,933.636724
80.80893,299,933.825395
64.49608,231,933.953013
119.01667,299,934.140827
35.70663,131,935.884708
74.35613,258,936.023688
77.03025,299,936.186532
94.11376,299,936.353134
98.635796,299,937.430429
91.85368,299,937.597678
70.0567,270,937.757954
80.031334,299,937.934654
69.241554,299,938.131006
87.31591,299,938.289476
75.07072,264,938.436215
105.80837,299,939.584179
91.3022,299,939.754361
86.23982,299,939.926249
107.36336,299,940.100523
72.0021,299,940.264569
69.0522,284,940.431538
107.14907,299,940.596379
112.02455,299,941.72511
100.65741,299,941.89158
78.97055,299,942.067971
64.05809,250,942.210788
53.933483,258,942.362117
103.757774,299,942.525919
73.177155,299,942.69086
105.75143,299,943.925732
110.57151,299,944.103304
87.02241,299,944.27591
111.74774,299,944.442819
71.049576,299,944.623128
93.197136,299,944.795158
120.08685,299,944.965674
76.997116,299,946.086239
92.37515,299,946.255257
85.95426,299,947.904082
76.70524,299,948.059816
102.36103,299,948.227164
80.10051,299,948.380284
95.27082,299,949.419075
79.51237,299,949.577774
59.591236,220,949.711201
112.8937,299,949.872488
79.46193,285,950.033959
69.22859,248,950.171972
81.73408,299,950.330057
72.57607,284,950.473205
69.049675,258,951.543019
90.42061,299,951.717475
93.73996,299,951.881081
77.55038,299,952.067002
103.258156,299,952.22123
64.8104,288,952.372238
77.72475,299,952.532235
87.73505,299,953.598403
72.91665,247,953.722893
83.8819,299,953.885868
76.99781,299,954.046002
96.4873,299,954.223389
97.70389,299,954.374181
85.62674,299,954.527802
86.70893,299,955.693347
104.54649,299,955.856798
108.55555,299,956.002931
101.91009,299,956.170433
98.47146,299,956.331228
95.21161,299,956.489383
103.70201,299,956.658188
116.77031,299,957.65383
89.869835,299,957.810881
80.46709,299,959.534029
125.20053,299,959.712942
81.633606,299,959.910568
90.38243,299,960.07138
47.44948,185,960.16622
96.57364,299,961.20768
100.55941,299,961.368168
110.532524,299,961.53014
83.84308,299,961.688869
61.997475,299,961.860987
70.11545,299,962.032003
84.93377,299,962.199237
88.049225,299,963.252953
102.03667,299,963.410844
94.93517,299,963.590514
106.11326,299,963.75721
99.13578,299,963.921596
104.0556,299,964.080215
64.5184,249,964.207654
98.69363,299,965.303996
104.92145,299,965.490464
114.41128,299,965.665086
78.286606,284,965.838894
89.782364,299,966.031163
87.67024,299,966.188094
56.38534,204,966.306727
94.15034,299,967.504941
83.028984,299,967.687205
88.90599,299,967.840633
113.634575,299,968.013347
90.072395,299,968.179382
85.57856,263,968.320961
108.31896,299,968.481884
96.80109,299,969.578676
93.267395,299,971.236625
79.7442,260,971.373661
83.86612,299,971.55654
99.78905,299,971.723741
90.43771,299,971.884254
117.748146,299,972.063165
114.76556,299,973.327239
90.31301,299,973.490645
80.51406,299,973.654572
82.46845,299,973.818704
96.84811,299,974.009298
85.740234,299,974.189174
81.87483,299,974.351017
74.702576,299,975.577973
95.19625,299,975.75052
76.98731,299,975.912808
77.4702,299,976.074871
109.45862,299,976.247878
109.19331,299,976.415819
99.43474,299,976.573133
119.03636,299,977.692636
117.82887,299,977.861426
111.67021,299,978.01941
103.10712,299,978.188806
80.73382,299,978.365345
102.11862,299,978.5279
91.8868,299,979.659585
77.819786,299,979.833763
70.90562,299,979.993437
82.772865,299,980.155805
73.94235,282,980.312169
87.24616,299,980.466333
89.822235,299,980.624837
89.05653,299,981.688883
98.06633,299,983.375541
80.94752,299,983.533511
47.552338,209,983.659599
65.93092,299,983.82025
92.209045,299,983.982188
83.85946,299,984.134263
116.99139,299,984.293129
73.66803,266,985.250508
114.58729,299,985.404303
103.13978,299,985.566046
89.30455,299,985.733024
76.2465,299,985.896355
90.89542,299,986.061493
96.228386,299,986.264281
57.164864,233,987.296481
94.21803,299,987.460435
95.6733,299,987.651915
106.62735,299,987.821004
96.26436,299,987.986796
114.66976,299,988.145871
83.253075,299,988.313045
68.035065,292,989.446678
98.99616,299,989.613195
97.46076,299,989.770611
80.17894,299,989.939149
74.42706,299,990.09078
87.85777,299,990.250298
84.35998,299,991.379868
96.85857,299,991.540887
108.44142,299,991.705735
78.024216,299,991.871892
84.939674,299,992.031075
73.23091,299,992.188255
81.95977,299,992.34688
89.2951,298,994.931476
90.42853,299,995.149452
90.70106,299,995.326385
108.50254,299,995.483326
30.540167,121,995.541688
109.57342,299,995.702584
81.40521,299,995.866695
100.97864,299,996.040285
111.2089,299,997.14987
93.5056,299,997.401161
77.61775,299,997.576627
75.37527,299,997.799138
79.62027,299,997.999108
101.64523,299,998.192321
119.980675,299,998.407242
94.51558,299,999.562481
105.53993,299,999.737329
94.54903,299,999.900512
92.24122,299,1000.110711
86.57727,299,1000.296219
94.82953,299,1000.474606
97.140045,299,1001.624254
89.00308,299,1001.786516
75.59534,299,1001.949165
84.62334,299,1002.105355
92.943924,299,1002.280695
81.80569,299,1002.435739
91.91117,299,1002.620198
99.00607,299,1003.746135
93.85773,299,1003.90025
85.15552,299,1004.058282
97.0357,299,1004.212195
115.36387,299,1004.382307
89.05541,299,1004.545722
111.673805,299,1006.266716
92.03433,299,1007.315809
42.193077,174,1007.421142
76.163345,294,1007.593755
77.49679,299,1007.758975
73.18818,299,1007.915925
60.651085,226,1008.033093
96.23805,299,1008.189244
88.59861,299,1008.357637
88.840416,299,1009.412066
76.71185,299,1009.56581
61.814064,250,1009.713157
62.06758,280,1009.860348
100.769325,299,1010.022836
83.34232,299,1010.172048
86.71463,299,1010.321908
94.75753,299,1011.461807
92.795,299,1011.62441
100.77442,299,1011.784282
88.626595,299,1011.957209
84.374115,278,1012.095312
84.442085,299,1012.276725
82.80647,299,1012.43506
108.80687,299,1013.49594
91.42922,299,1013.6493
86.479805,299,1013.803011
87.74352,299,1013.963299
95.50984,299,1014.13464
76.694275,299,1014.299291
69.94962,299,1014.449453
88.91668,299,1015.54888
88.122444,299,1015.71081
91.53774,299,1015.874199
94.77492,299,1016.051376
102.36907,299,1017.699302
89.53654,299,1017.856248
101.72625,299,1018.826482
100.86017,299,1018.989791
76.90123,299,1019.153816
82.17547,299,1019.312595
88.212456,299,1019.465908
85.079315,299,1019.64438
92.86451,299,1019.805884
84.19668,299,1020.944042
82.80778,299,1021.126075
91.73811,299,1021.284188
77.64654,299,1021.441158
70.412445,298,1021.600566
70.958466,299,1021.754579
80.5029,299,1021.91191
82.7269,299,1023.0575
91.291725,299,1023.227107
79.2078,299,1023.393987
84.52656,299,1023.562232
81.68136,299,1023.724436
95.92213,299,1023.89902
94.69708,299,1024.068305
69.23251,296,1025.190066
92.02926,299,1025.378229
77.28567,297,1025.549481
85.18452,299,1025.721836
75.000336,295,1025.875349
74.0936,299,1026.028718
89.795235,299,1026.185704
90.398224,299,1027.301236
58.09776,269,1027.447289
92.470146,299,1027.613429
95.51024,299,1027.780011
98.31161,299,1029.521583
90.53382,299,1029.673944
78.804596,299,1029.830824
89.347275,299,1030.788249
99.813416,299,1030.946071
94.37273,299,1031.104298
89.94129,299,1031.258293
98.16097,299,1031.423866
72.78836,299,1031.587865
86.02165,299,1031.752809
95.93504,299,1032.781973
103.18913,299,1032.950539
78.16665,299,1033.103678
98.667404,299,1033.264676
92.824615,299,1033.434009
91.33568,299,1033.607003
93.87527,299,1034.686837
111.41101,299,1034.876493
85.41719,299,1035.058292
90.57354,299,1035.223384
95.99003,299,1035.373206
84.65556,299,1035.544641
84.70152,299,1035.716053
133.71156,299,1036.749413
80.68803,299,1036.915462
93.07237,299,1037.072287
97.09786,299,1037.234541
79.96477,299,1037.412409
84.26037,299,1037.578151
98.77741,299,1037.731612
115.42201,299,1038.765513
106.21224,299,1038.943336
81.95179,299,1039.105445
73.67089,299,1040.84124
51.03903,179,1040.932491
108.38473,299,1041.091864
108.805916,299,1041.259441
51.7754,203,1041.367484
103.410446,299,1042.378675
81.398186,299,1042.53608
99.54705,299,1042.698971
93.71207,299,1042.857768
56.370003,224,1042.975924
75.57459,299,1043.135257
73.89492,296,1043.293017
73.02623,255,1044.422243
106.62997,299,1044.574419
30.616894,110,1044.627279
64.84852,231,1044.758076
98.00142,299,1044.915168
80.812485,298,1045.077354
104.082375,299,1045.22849
103.24582,299,1045.384696
99.21504,299,1046.417413
87.189224,299,1046.576189
86.95105,299,1046.7372
129.02719,299,1046.895251
86.77732,299,1047.054549
100.29329,299,1047.20208
84.48114,299,1047.364027
73.370316,299,1048.438579
75.77212,246,1048.563192
90.11475,299,1048.716392
103.25364,299,1048.884322
124.89733,299,1049.035927
101.59999,299,1049.189202
79.2606,299,1049.3398
105.307755,299,1050.312871
60.825413,266,1050.452594
59.774517,219,1052.029706
104.22837,299,1052.204695
81.56606,299,1052.353422
89.63322,297,1052.506923
75.34974,299,1052.666349
97.40346,299,1053.586415
105.99271,299,1053.746559
109.108955,299,1053.907555
105.29012,299,1054.070926
115.785995,299,1054.230072
114.953964,299,1054.385328
87.20382,299,1054.544492
78.240715,299,1055.618953
71.26174,299,1055.814255
106.60545,299,1055.98244
87.01674,299,1056.141787
86.826195,299,1056.311725
104.83852,299,1056.472722
92.263824,299,1057.463088
83.653534,299,1057.621211
85.78356,294,1057.770571
94.98339,299,1057.93214
95.52646,299,1058.086432
99.664795,299,1058.249986
49.210396,181,1058.352335
97.56779,299,1058.513676
84.72879,299,1059.628176
107.56533,299,1059.785593
86.67081,299,1059.940616
76.90923,299,1060.111646
96.6146,299,1060.278171
106.694435,299,1060.451319
69.778694,249,1060.592041
92.1722,299,1061.681579
115.30043,299,1063.438451
90.262245,282,1063.585533
109.02289,299,1063.743697
93.543724,299,1063.907212
99.255806,299,1064.066792
94.22074,299,1064.253358
94.44252,299,1065.240159
101.37999,299,1065.406533
125.27987,299,1065.580731
105.11316,299,1065.735707
101.71348,299,1065.911922
89.80217,299,1066.070899
109.59494,299,1066.233698
79.37602,299,1067.307936
76.716034,282,1067.465795
90.52265,299,1067.630916
87.66122,299,1067.803352
77.4612,290,1067.967082
98.64578,299,1068.125634
64.619484,223,1068.24069
95.11126,299,1069.349669
81.69034,299,1069.514341
92.28677,299,1069.672104
59.4987,218,1069.787122
75.43455,267,1069.949648
117.633026,299,1070.104924
79.718216,293,1070.255909
102.33196,299,1071.33928
70.45273,253,1071.475089
99.43149,299,1071.626748
56.19878,198,1071.731749
82.7196,299,1071.901462
84.724106,299,1072.06442
89.37627,299,1072.216611
78.679855,299,1073.231964
110.46021,299,1074.849447
74.06024,299,1075.002006
101.99487,299,1075.176069
62.633495,222,1075.287678
90.99775,299,1075.443366
83.61298,297,1075.603759
101.88752,299,1076.601037
86.015625,299,1076.768703
69.63339,235,1076.905387
79.33635,287,1077.064476
76.49897,234,1077.185087
61.330547,220,1077.304417
108.29471,299,1077.471586
83.21365,299,1077.644377
50.536575,178,1078.702155
75.61745,281,1078.899808
59.48493,244,1079.025937
105.56336,299,1079.2069
74.04789,274,1079.363676
109.72666,299,1079.523288
85.77403,299,1079.683246
108.01422,299,1079.835823
96.48057,299,1080.864918
102.71338,299,1081.022139
90.96067,299,1081.180397
91.33034,299,1081.343904
97.04926,299,1081.493426
95.57543,299,1081.654463
