#{"t_start": 1754811304.1796522, "env_id": "None"}
r,l,t
158.10316,299,448.117006
122.36874,299,448.426878
133.05576,299,448.707705
150.63283,299,449.965711
159.46042,299,450.250131
152.91705,299,450.588314
141.31683,299,450.884807
167.41818,299,451.247527
101.674904,299,451.549903
138.4372,299,451.859501
106.55453,299,452.153164
155.61774,299,452.466594
178.2342,299,452.757755
131.69452,299,453.089251
143.43672,299,453.403417
125.809395,299,453.719672
149.49188,299,454.080173
133.7046,299,455.235207
174.37099,299,455.551422
168.14972,299,455.880312
185.24965,299,456.16657
186.06393,299,456.468135
165.55565,299,456.78395
165.75133,299,457.066671
155.00002,299,458.784862
165.84593,299,459.080202
160.3244,299,459.40921
186.08842,299,459.726592
179.80356,299,460.036327
167.54991,299,460.339884
185.44164,299,461.396422
188.4056,299,461.73583
173.22464,299,462.038557
184.5175,299,462.370657
172.33798,299,462.684068
171.00252,299,462.994437
171.17717,299,463.358375
151.70998,299,463.687073
157.59436,299,463.982337
183.37752,299,464.291412
175.8308,299,464.603643
194.78632,299,464.911142
174.3183,299,465.246817
180.94637,299,465.587553
190.43126,299,466.716867
177.30365,299,467.018515
183.44298,299,467.358735
179.77954,299,467.702727
185.23424,299,468.01721
187.50467,299,468.329846
163.01576,299,468.638016
179.67487,299,468.936335
197.30319,299,469.225722
171.11946,299,469.533604
132.39482,299,469.863086
178.77641,299,470.191877
142.40605,299,470.555353
181.43007,299,470.854812
183.71399,299,471.967575
193.52243,299,472.297839
193.1641,299,472.606019
172.03976,299,472.884977
191.5329,299,473.219632
188.65092,299,473.504734
144.33995,299,473.804868
201.84842,299,474.125638
146.55339,299,474.414542
174.00763,299,474.766051
187.21803,299,475.064021
191.00624,299,475.344791
125.09829,299,475.641315
193.37827,299,475.975398
194.0202,299,477.156156
194.52962,299,477.45194
212.4063,299,477.772952
173.81282,299,478.056135
174.3801,299,478.369967
192.31128,299,478.694454
178.69885,299,479.018442
197.31863,299,479.345978
190.11906,299,479.624594
179.1989,299,479.938193
182.12117,299,480.283751
184.0207,299,480.589268
179.48727,299,480.891489
202.46216,299,481.944637
196.68156,299,482.265379
160.3406,299,482.568272
155.09615,299,482.871157
196.90096,299,483.188571
200.45123,299,483.495174
198.92213,299,485.328239
180.41959,299,485.627506
183.35056,299,485.967717
186.2318,299,486.275564
213.52342,299,486.591691
179.66425,299,486.905483
183.43161,299,487.242528
203.15465,299,487.524774
186.12044,299,488.663985
194.63466,299,488.989088
168.28671,299,489.286232
181.17432,299,489.575797
209.37389,299,489.850887
196.89261,299,490.152778
192.17584,299,490.45956
197.56721,299,490.802316
194.37297,299,491.092006
194.11002,299,491.363813
202.73685,299,491.667234
205.02739,299,491.960867
199.57747,299,492.231493
201.01695,299,492.562942
187.99683,299,493.638564
199.2544,299,493.929447
184.84267,299,494.244257
205.92874,299,494.543218
208.51295,299,494.861288
177.85077,299,495.186178
185.62648,299,495.466009
209.9199,299,495.801676
198.77878,299,496.085373
196.00983,299,496.386092
177.37598,299,496.672909
192.5345,299,496.985931
186.45631,299,497.302512
191.68494,299,498.37035
195.52975,299,498.666486
180.3958,299,498.992977
205.16922,299,499.297919
206.3153,299,499.596961
196.26996,299,499.916024
171.08096,299,500.251539
205.7318,299,500.560337
197.32391,299,500.951692
193.58241,299,501.306729
209.62703,299,501.599041
194.89008,299,501.908094
213.44481,299,502.229277
200.31955,299,502.49513
209.92136,299,503.592768
194.36041,299,503.885334
172.97792,299,504.188924
215.62482,299,504.483356
194.67633,299,504.806939
190.11533,299,505.108454
203.07912,299,505.424233
189.59447,299,505.713638
205.5363,299,506.011772
184.67822,299,506.291168
205.09085,299,506.584975
193.41643,299,506.889321
192.9368,299,507.216062
197.4266,299,507.517398
197.4313,299,508.624109
200.21585,299,508.934739
189.59563,299,509.246799
198.83673,299,509.530082
211.0589,299,511.184539
208.5917,299,511.49143
220.09195,299,511.795497
170.2765,299,512.079777
204.78845,299,512.366116
194.91846,299,512.682096
175.39688,299,512.983958
189.15709,299,513.272272
219.20648,299,513.587623
193.75703,299,514.587132
205.21521,299,514.862926
211.6826,299,515.162315
207.98917,299,515.45507
206.19583,299,515.761761
208.31897,299,516.071781
191.53596,299,516.360435
205.01663,299,516.655562
193.18102,299,516.917868
221.8702,299,517.194752
218.01746,299,517.483105
205.50627,299,517.784743
217.3348,299,518.093814
217.74947,299,518.373944
204.89568,299,519.468525
211.02101,299,519.748058
212.25339,299,520.064571
213.84206,299,520.358181
220.47974,299,520.664705
219.38863,299,520.947232
201.48141,299,521.260682
159.96696,299,521.577721
199.91579,299,521.924346
217.6711,299,522.232156
216.36032,299,522.548209
218.59744,299,522.809132
164.36272,299,523.111741
221.22409,299,523.396341
198.05162,299,524.460419
176.97493,299,524.776353
212.00642,299,525.103234
222.46597,299,525.408127
213.11942,299,525.702739
206.72398,299,525.983526
203.69147,299,526.280933
213.73114,299,526.585745
221.40189,299,526.905656
207.16995,299,527.202316
230.04791,299,527.548299
234.93932,299,527.841997
219.78003,299,528.136019
220.90273,299,528.434015
225.47704,299,529.49594
218.82434,299,529.841514
227.14119,299,530.143821
219.02776,299,530.454233
181.27719,299,530.765287
223.80743,299,531.109234
207.79842,299,531.453382
213.9585,299,531.840805
220.92018,299,532.241495
210.21935,299,532.593634
216.08815,299,532.923034
225.69171,299,533.255608
224.93599,299,533.548879
224.49873,299,534.634524
227.80733,299,534.921484
210.2785,299,535.239674
204.84853,299,536.908967
215.53648,299,537.218009
216.16441,299,537.516577
224.10634,299,537.867509
215.48674,299,538.21531
213.11545,299,538.504427
228.73985,299,538.785136
231.9207,299,539.067926
181.89055,299,539.371162
221.6124,299,539.651171
216.13255,299,539.998912
228.20807,299,541.050613
230.28636,299,541.350766
223.38858,299,541.670198
229.43553,299,541.959648
223.70871,299,542.259747
245.48402,299,542.553855
217.48459,299,542.919502
244.6053,299,543.211982
226.23778,299,543.510056
228.74223,299,543.82243
222.20178,299,544.118668
218.25284,299,544.422093
191.18552,299,544.737489
214.28224,299,545.061188
224.37503,299,546.174721
222.57509,299,546.509101
240.71178,299,546.890967
228.10065,299,547.214806
237.0782,299,547.522878
227.98567,299,547.829646
203.49905,299,548.146131
202.59863,299,548.468935
223.98004,299,548.837775
228.13554,299,549.239856
244.12393,299,549.577441
237.5846,299,549.943895
184.88304,299,550.331699
231.51617,299,551.45094
239.87273,299,551.761253
158.61798,299,552.054895
227.34166,299,552.375065
224.56223,299,552.667744
167.14412,299,552.999123
226.88805,299,553.298624
243.64816,299,553.578891
226.04453,299,553.896361
217.877,299,554.223097
224.62013,299,554.52702
238.7481,299,554.869593
239.13797,299,555.215105
244.93126,299,555.537024
213.45728,299,556.689611
226.89001,299,556.983654
235.55562,299,557.273562
230.62303,299,557.561188
241.1294,299,557.896444
228.13664,299,558.249643
223.50172,299,558.601734
234.38948,299,558.943492
224.32741,299,559.226198
226.12968,299,559.570245
221.36855,299,559.897044
226.55212,299,560.210594
223.46416,299,560.522645
226.30003,299,560.871945
231.3527,299,562.149522
235.21162,299,564.012833
239.5458,299,564.304662
233.12753,299,564.5997
235.99521,299,564.938768
243.15617,299,565.247967
213.56285,299,565.610753
228.83589,299,565.926099
232.42805,299,566.258204
237.10368,299,566.614471
183.90785,299,566.93012
236.33948,299,567.261204
219.84618,299,567.590814
225.17363,299,568.738272
230.91345,299,569.088312
234.02385,299,569.417809
242.53653,299,569.726882
220.65147,299,570.083349
239.8731,299,570.402596
238.0709,299,570.707347
247.96126,299,571.010457
184.39871,299,571.338515
237.49315,299,571.647321
227.77966,299,571.954931
224.04366,299,572.287025
234.01903,299,572.602414
203.5012,299,572.947711
231.09499,299,574.178788
227.67728,299,574.506768
225.58737,299,574.863832
229.95258,299,575.206465
232.31917,299,575.611893
228.35806,299,575.937231
238.25232,299,576.250887
232.39554,299,576.585801
195.42258,299,576.898916
154.18538,299,577.216503
235.05147,299,577.53362
204.83359,299,577.85906
239.9518,299,578.192953
228.59018,299,578.489141
235.43707,299,579.73469
225.21489,299,580.033653
226.8179,299,580.352073
238.39595,299,580.644702
220.05006,299,580.993136
226.78673,299,581.359051
239.62007,299,581.656196
223.3165,299,581.983844
224.21594,299,582.29242
225.38423,299,582.636922
231.34233,299,582.993334
234.03577,299,583.289743
230.51544,299,583.606843
250.62459,299,583.940179
233.14148,299,585.088876
240.3061,299,585.431142
243.52548,299,585.765188
178.95345,299,586.108562
240.88226,299,586.433722
235.13065,299,586.762006
237.50186,299,587.089756
220.87172,299,587.424767
238.25896,299,587.798283
250.45705,299,588.144117
206.83527,299,588.499547
238.562,299,588.891495
236.50488,299,590.724582
236.8827,299,591.84735
227.69804,299,592.149906
234.512,299,592.50707
235.82559,299,592.892979
231.7869,299,593.230319
228.09576,299,593.550664
250.91992,299,593.847018
179.0547,299,594.158835
232.10597,299,594.447382
223.26471,299,594.775009
229.45523,299,595.08099
192.1985,299,595.400887
222.57358,299,595.800421
241.41397,299,596.175958
186.08833,299,597.390955
168.52898,299,597.771274
230.4413,299,598.145866
239.23726,299,598.47776
232.87556,299,598.883978
237.42213,299,599.238595
239.51074,299,599.595327
214.9868,299,600.030481
235.39867,299,600.401667
234.01976,299,600.717996
233.04723,299,601.071755
222.97636,299,601.435375
228.21455,299,601.779462
245.10098,299,602.105516
229.17436,299,603.317184
230.65837,299,603.608621
224.4405,299,603.941425
190.68633,299,604.256639
235.2816,299,604.565455
240.16695,299,604.88113
247.55165,299,605.242531
240.44061,299,605.644627
228.53181,299,605.982738
231.26378,299,606.295488
250.91931,299,606.610655
237.95044,299,606.9202
233.3101,299,607.263858
245.09076,299,608.515058
237.71925,299,608.826972
244.0862,299,609.152003
211.01979,299,609.504298
237.67621,299,609.834204
212.44478,299,610.14476
235.73358,299,610.462265
229.51964,299,610.76491
227.10892,299,611.09656
171.21118,299,611.415819
238.18646,299,611.740103
243.5675,299,612.045426
230.27113,299,612.436009
242.469,299,612.751503
249.10979,299,613.950337
245.4483,299,614.314295
233.3647,299,614.637555
216.58676,299,614.970161
197.78348,299,615.323068
247.7097,299,615.639324
236.67671,299,615.989437
233.44727,299,616.319793
235.50645,299,616.643503
234.106,299,616.960731
223.02576,299,617.273954
233.23914,299,619.07509
231.27435,299,619.382933
231.62735,299,619.720082
249.63066,299,620.879996
240.3358,299,621.212363
240.61115,299,621.549624
247.38304,299,621.8864
249.62968,299,622.200695
235.11322,299,622.535156
249.81839,299,622.834634
237.17293,299,623.256898
243.81404,299,623.626321
258.9553,299,623.978819
252.14528,299,624.361656
241.5535,299,624.781847
243.06047,299,625.127014
241.32314,299,626.476541
235.57376,299,626.789549
240.15886,299,627.131747
242.79405,299,627.4759
250.8571,299,627.81618
243.79103,299,628.159815
234.57974,299,628.479392
241.95235,299,628.959876
237.42355,299,629.289079
241.31303,299,629.626503
247.7897,299,629.931797
240.68826,299,630.259495
248.53273,299,630.607934
242.53786,299,630.976512
236.91547,299,632.302297
244.09335,299,632.653071
241.93718,299,633.02009
239.50215,299,633.351368
240.19742,299,633.683189
245.23328,299,634.103434
243.69183,299,634.465803
203.10754,299,634.833643
228.20992,299,635.38789
242.86679,299,635.846203
242.35628,299,636.264508
242.53978,299,636.638606
247.29411,299,637.035738
236.76186,299,637.536289
247.18419,299,639.197713
245.53867,299,639.567056
244.06097,299,639.917786
172.75162,299,640.293922
234.28964,299,640.650924
242.55965,299,641.01905
246.03864,299,641.589785
239.7741,299,642.067355
210.77397,299,642.518212
245.88417,299,642.916487
249.02206,299,643.267902
215.84984,299,643.622903
230.62366,299,644.030379
253.43379,299,644.501648
236.78027,299,645.820568
247.63814,299,646.220922
248.89827,299,646.616717
235.12636,299,647.026209
152.67947,299,647.433848
244.28893,299,647.865059
209.86006,299,648.24294
246.31067,299,648.611516
244.65137,299,648.967899
247.26176,299,651.019755
239.46016,299,651.394879
231.29988,299,651.786083
238.86256,299,652.269092
236.2145,299,654.230635
244.4779,299,654.652206
239.88385,299,655.018904
256.1686,299,655.362858
247.31743,299,655.70494
249.35263,299,656.192879
249.07744,299,656.596638
250.82811,299,657.032869
240.57288,299,657.444157
258.64267,299,657.858088
245.61128,299,658.23569
248.02977,299,658.611039
247.133,299,658.991513
243.9702,299,659.475991
247.34921,299,661.019828
258.45438,299,661.468864
211.41258,299,662.011472
261.59988,299,662.636576
242.33961,299,663.213941
245.28876,299,663.607481
252.58023,299,663.980907
244.53973,299,664.385129
246.76543,299,664.792658
264.8145,299,665.263563
246.78645,299,665.833767
252.98495,299,666.281281
248.88034,299,666.793236
243.6276,299,667.303627
248.09708,299,668.865444
255.00656,299,669.265634
245.23396,299,669.656559
258.92178,299,669.990864
246.7616,299,670.296915
239.90096,299,670.758505
253.45929,299,671.168899
240.92307,299,671.712337
224.98714,299,672.095969
234.91882,299,672.470818
234.82858,299,672.916229
241.8599,299,673.358655
248.4735,299,673.756057
249.3446,299,675.128044
248.30196,299,675.512559
243.34459,299,675.929263
249.46396,299,676.304975
250.60432,299,676.72126
242.52113,299,677.110223
252.59178,299,677.548603
251.874,299,677.973424
241.74707,299,678.304317
256.5791,299,678.676114
249.14243,299,679.070509
254.04663,299,679.506892
256.65497,299,679.958712
260.44537,299,680.378258
248.31966,299,682.196575
247.40372,299,682.648725
227.93106,299,683.02539
249.40906,299,683.388
241.33244,299,683.755396
259.20154,299,684.077424
246.561,299,684.445132
246.82166,299,684.762355
258.52832,299,686.827949
238.65501,299,687.399346
247.82205,299,687.764958
254.95717,299,688.12879
252.94131,299,688.525916
251.4577,299,688.856766
253.70003,299,690.128405
250.43521,299,690.520566
257.09686,299,690.852682
246.4829,299,691.196952
254.19449,299,691.542565
244.76997,299,691.912074
184.84535,299,692.231414
257.45346,299,692.695739
242.8934,299,693.321391
177.80586,299,693.832062
136.10657,299,694.535008
255.43893,299,695.118654
240.21124,299,695.604118
207.51344,299,697.947675
243.6467,299,698.499526
244.06291,299,698.888369
253.00836,299,699.294575
259.05957,299,699.651156
241.33672,299,700.015055
262.39288,299,700.413816
254.43628,299,700.774872
243.92169,299,701.152712
253.0974,299,701.526886
260.04898,299,702.041288
251.54132,299,702.717028
254.04216,299,703.132934
245.88202,299,703.585277
255.16228,299,705.001901
247.83075,299,705.420031
251.81812,299,705.811687
256.5154,299,706.171529
246.43576,299,706.608921
255.74564,299,706.981195
253.17116,299,707.330469
242.04694,299,707.736733
246.33023,299,708.052813
248.6545,299,708.451663
250.32253,299,708.79638
251.99606,299,709.112741
248.57614,299,709.436052
252.92113,299,709.853051
253.35696,299,711.4757
243.42009,299,712.101485
257.17194,299,712.705853
253.93477,299,713.193676
254.48073,299,713.616619
251.82141,299,714.025392
252.47633,299,714.648884
262.42075,299,715.165489
245.54059,299,715.5177
260.21967,299,715.988107
175.71555,299,716.437846
203.30252,299,716.871997
245.06537,299,717.295524
260.69205,299,717.727679
267.156,299,719.221705
147.1008,299,719.598866
249.07478,299,719.981468
256.1519,299,720.500689
259.84772,299,720.978152
256.7814,299,721.490601
182.3096,299,723.691486
251.39818,299,724.101285
254.5276,299,724.474381
253.58733,299,724.865904
260.45462,299,725.250566
240.86104,299,725.651852
248.1402,299,725.999166
220.85681,299,727.23095
243.92798,299,727.554625
253.7898,299,727.911609
249.31685,299,728.245654
245.68501,299,728.65238
249.86995,299,729.027502
253.5208,299,729.350905
255.5931,299,729.923681
252.60347,299,730.331129
198.51231,299,730.688312
248.05557,299,731.13607
259.7698,299,731.519032
246.44531,299,731.939742
255.29362,299,732.340201
251.53046,299,733.739709
263.47653,299,734.085549
257.55984,299,734.421494
244.11914,299,734.760904
229.88432,299,735.10022
258.51483,299,735.447847
259.59113,299,735.774961
260.1036,299,736.119464
255.04031,299,736.440761
248.61472,299,736.778394
249.44998,299,737.08899
250.42665,299,737.412364
200.00528,299,737.733613
257.55777,299,738.048222
247.87878,299,739.232632
252.26634,299,739.560023
239.59105,299,739.88713
251.22937,299,740.190963
250.71608,299,740.499938
262.54373,299,740.837585
253.69766,299,741.166455
251.14409,299,741.518825
254.57451,299,741.889022
241.3161,299,742.219859
229.34238,299,742.545766
256.47247,299,742.872469
253.99687,299,743.234878
263.75165,299,744.534405
225.0454,299,744.860594
216.97041,299,745.288579
253.32372,299,745.627292
240.59622,299,745.988047
250.88701,299,746.353873
255.72108,299,746.685541
264.58133,299,747.018206
250.89407,299,747.370531
250.70229,299,747.704293
256.54742,299,748.119131
259.9944,299,748.505261
246.27264,299,748.923357
258.77017,299,749.255649
258.28287,299,750.995134
254.78725,299,751.361341
252.41156,299,751.81394
266.66766,299,752.201609
254.9467,299,752.615396
257.66354,299,754.969604
253.1748,299,755.366783
255.09831,299,755.759357
252.71617,299,756.167973
256.61917,299,756.654207
257.11316,299,757.047381
262.9389,299,757.472281
253.96507,299,757.889776
197.14252,299,758.230085
240.11717,299,759.40285
254.78348,299,759.774574
254.78708,299,760.0999
263.87057,299,760.387821
255.93753,299,760.680722
253.20226,299,761.035077
242.9969,299,761.347117
255.47462,299,761.652628
252.54141,299,761.963002
259.34555,299,762.301153
183.34256,299,762.606943
259.61313,299,762.978735
247.19246,299,763.293779
265.04092,299,764.513699
260.63037,299,764.905295
260.41354,299,765.334074
251.9816,299,765.751236
257.14996,299,766.106101
256.1977,299,766.450113
256.0643,299,766.791161
255.54097,299,767.086061
249.35478,299,767.410653
256.73935,299,767.755416
229.27972,299,768.083933
257.04742,299,768.42226
258.83728,299,768.741625
260.47995,299,769.062116
260.10248,299,770.318778
254.94594,299,770.660968
259.02646,299,770.978638
256.2522,299,771.278895
253.20734,299,771.615146
257.71753,299,771.920707
253.27066,299,772.268991
256.01782,299,772.624685
254.89317,299,773.014629
257.93512,299,773.650585
251.61406,299,774.126877
257.5577,299,774.478806
267.1619,299,774.866065
264.4005,299,775.255742
251.04404,299,776.906991
259.33804,299,777.2411
259.46713,299,777.599286
269.3873,299,778.014364
254.97713,299,778.385149
261.056,299,778.713537
258.57956,299,779.090829
256.6043,299,779.454471
246.16515,299,779.811991
261.7221,299,780.240057
255.8635,299,780.603962
204.28284,299,780.959991
256.25873,299,781.317514
254.56825,299,782.624959
263.79852,299,782.974313
256.60333,299,783.321987
258.68546,299,783.681262
264.21912,299,785.556412
263.1356,299,785.908636
263.48477,299,786.276708
261.2532,299,786.622342
254.8195,299,786.944727
256.6865,299,787.282622
256.6579,299,787.5685
258.04742,299,787.920309
259.80344,299,788.235627
268.5268,299,788.603659
260.76987,299,789.771613
266.72748,299,790.207815
256.1094,299,790.558298
261.76358,299,791.009049
253.6301,299,791.343601
200.04372,299,791.718222
260.5769,299,792.044441
260.93713,299,792.435492
269.00592,299,792.845993
267.74847,299,793.268672
252.09746,299,793.637095
271.58362,299,794.13686
253.68788,299,794.5628
260.7703,299,795.048918
200.90114,299,796.327782
253.89876,299,796.614061
271.119,299,796.971015
256.04,299,797.305168
258.57016,299,797.596193
249.40228,299,797.881757
254.25217,299,798.165326
254.28467,299,798.457752
260.2813,299,798.776991
234.44241,299,799.196463
263.40076,299,799.519358
273.06088,299,799.830204
254.08463,299,800.15624
260.31824,299,800.514486
255.76933,299,801.905159
264.67868,299,802.253717
268.0964,299,802.547836
265.4457,299,802.871234
259.2889,299,803.200584
259.7129,299,803.531317
260.3208,299,803.830679
257.864,299,804.167232
261.40802,299,804.472817
225.10754,299,804.794345
259.92227,299,805.098844
259.8974,299,805.389049
259.15985,299,805.698025
265.0819,299,806.970307
253.41273,299,807.309283
260.59995,299,807.639397
264.5908,299,807.919226
254.06192,299,808.233003
268.70242,299,808.517451
262.3146,299,808.812728
268.85306,299,809.133282
260.7189,299,809.454671
259.11417,299,809.813391
266.7242,299,810.151399
252.53946,299,810.487451
263.07394,299,810.805177
258.12027,299,811.114147
271.02164,299,812.278994
251.4142,299,812.61542
263.26776,299,814.406268
259.93726,299,814.784628
259.8475,299,815.151689
265.3929,299,815.466005
254.68977,299,815.785987
263.57666,299,816.123548
265.39124,299,816.436262
267.30652,299,816.740271
271.84445,299,817.091054
262.61957,299,817.445244
259.9455,299,817.7731
264.02655,299,818.080771
274.73282,299,819.316377
263.6282,299,819.631455
259.90735,299,820.035244
261.22452,299,820.422726
266.0405,299,820.879282
260.1663,299,821.222826
261.5575,299,821.57076
265.5313,299,822.058347
265.42865,299,822.533587
259.76157,299,822.88724
261.59186,299,823.198544
262.0507,299,823.589284
264.8951,299,823.935051
266.03613,299,825.123079
247.02776,299,825.419384
254.78236,299,825.722824
