time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/loss,train/value_loss,train/clip_range_vf,train/learning_rate,train/std,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
440000,,,,,,-3.3736366748809816,0.0042745494,0.0008435948082478717,535,0.002883360255509615,0.0002045618914962688,0.2,0.0001342592,0.7464447617530823,0.9998841881752014,0.19306640625,0.1,270.4508361816406,299.0
442368,709,623,108,299.0,271.5010070800781,,,,,,,,,,,,,,
446464,710,628,109,299.0,272.0053405761719,-3.358865834772587,0.004084823,0.0009036857692990452,540,0.0012394149089232087,0.00023442417514161207,0.2,0.0001336448,0.74309903383255,0.9998975992202759,0.195068359375,0.1,,
450560,711,633,110,299.0,272.07391357421875,-3.3485921561717986,0.006238511,-0.0008312398829730227,545,-0.019876698032021523,0.00020899684682262887,0.2,0.00013303040000000002,0.7414056658744812,0.9998914003372192,0.238134765625,0.1,,
454656,711,638,111,299.0,271.9980773925781,-3.3402697309851646,0.0044272793,0.001921278389636427,550,-0.016631795093417168,0.00018571176260593348,0.2,0.000132416,0.7387381196022034,0.99992436170578,0.21669921875,0.1,,
458752,713,643,112,299.0,272.0584716796875,-3.3302703157067297,0.003921044,0.0007182168425060809,555,-0.010718794539570808,0.0001790856329989765,0.2,0.0001318016,0.7360804677009583,0.9999206066131592,0.2193359375,0.1,,
460000,,,,,,-3.319391964375973,0.0041359235,-0.0011647332241409459,560,-0.01861174963414669,0.00019711412869583,0.2,0.0001311872,0.7340171337127686,0.9999076724052429,0.214111328125,0.1,277.3794860839844,299.0
462848,712,649,113,299.0,272.11395263671875,,,,,,,,,,,,,,
466944,713,654,114,299.0,272.2008056640625,-3.304979698359966,0.00469212,0.000959438546851743,565,-0.008312135934829712,0.00016202048764171195,0.2,0.00013057280000000002,0.7300650477409363,0.9999325275421143,0.24599609375,0.1,,
471040,714,659,115,299.0,272.5713195800781,-3.2919722095131876,0.0038288427,-6.624909001402557e-05,570,-0.026572996750473976,0.000168319258318661,0.2,0.0001299584,0.727776050567627,0.99992436170578,0.1865234375,0.1,,
475136,715,663,116,299.0,272.982177734375,-3.280794669687748,0.0043649264,-0.00043910130916628986,575,-0.01935899816453457,0.0001742157369335473,0.2,0.00012934400000000001,0.72447270154953,0.9999253749847412,0.217919921875,0.1,,
479232,716,668,117,299.0,273.0035705566406,-3.2639972671866415,0.0052013397,0.00046869559737388044,580,-0.016014035791158676,0.00014650581565547327,0.2,0.00012872960000000002,0.7198834419250488,0.9999446272850037,0.21611328125,0.1,,
480000,,,,,,-3.2451980277895927,0.004734523,-0.0004595119738951325,585,-0.030899599194526672,0.00017941606333806703,0.2,0.0001281152,0.7160784602165222,0.9999164938926697,0.219091796875,0.1,278.88824462890625,299.0
483328,716,674,118,299.0,273.3773498535156,,,,,,,,,,,,,,
487424,717,679,119,299.0,273.86669921875,-3.2353374004364013,0.0038328057,4.567882278934121e-05,590,-0.036615315824747086,0.00015202421373032847,0.2,0.0001275008,0.7154532074928284,0.9999327063560486,0.21845703125,0.1,,
491520,718,684,120,299.0,274.0909118652344,-3.2275656521320344,0.0042123403,-1.1081360571552069e-05,595,-0.01127920113503933,0.00015167422520789842,0.2,0.0001268864,0.7129843831062317,0.9999280571937561,0.2078125,0.1,,
495616,719,689,121,299.0,274.2171630859375,-3.218871572613716,0.004584954,0.0006355357705615461,600,-0.01991911418735981,0.000142206040709425,0.2,0.00012627200000000003,0.7108636498451233,0.9999435544013977,0.226025390625,0.1,,
499712,719,694,122,299.0,274.5455322265625,-3.208946925401688,0.0053276764,-9.941859461832791e-05,605,-0.013508517295122147,0.0001331423721239844,0.2,0.0001256576,0.7090499401092529,0.9999442100524902,0.2126953125,0.1,,
500000,,,,,,-3.197985529899597,0.0044932314,0.0014684290887089445,610,-0.015140089206397533,0.00012051646426698426,0.2,0.00012504320000000002,0.7057690620422363,0.9999461770057678,0.228076171875,0.1,282.22735595703125,299.0
503808,719,700,123,299.0,275.3946533203125,,,,,,,,,,,,,,
507904,720,705,124,299.0,275.8018493652344,-3.18619909286499,0.0047716415,0.001780086781946011,615,-0.01468717772513628,0.00011611068212005193,0.2,0.0001244288,0.7041422724723816,0.9999486207962036,0.18984375,0.1,,
512000,720,710,125,299.0,275.6573791503906,-3.177205777168274,0.0061824936,0.0013753472128883004,620,-0.005809309892356396,0.00012688581946349587,0.2,0.0001238144,0.7017419338226318,0.9999492168426514,0.233447265625,0.1,,
516096,721,715,126,299.0,275.96270751953125,-3.1682108491659164,0.0052652126,0.001954236306482926,625,-0.010385156609117985,0.000138178618180973,0.2,0.0001232,0.6999871134757996,0.9999372363090515,0.220361328125,0.1,,
520000,,,,,,-3.156267926096916,0.0041763308,0.00028881132893729953,630,-0.033486779779195786,0.00013213746974543027,0.2,0.00012258560000000002,0.6967101097106934,0.9999303221702576,0.207958984375,0.1,283.29620361328125,299.0
520192,720,721,127,299.0,276.16827392578125,,,,,,,,,,,,,,
524288,721,726,128,299.0,276.54766845703125,-3.1444433704018593,0.004274411,0.0007149316137656569,635,-0.01404531393200159,0.00011977153942552832,0.2,0.0001219712,0.6951529383659363,0.9999420046806335,0.234228515625,0.1,,
528384,721,731,129,299.0,276.9111022949219,-3.136107276380062,0.004817806,0.00014282086631283163,640,-0.004098345525562763,0.00011172691827141535,0.2,0.00012135680000000001,0.6930060386657715,0.9999538660049438,0.23662109375,0.1,,
532480,722,736,130,299.0,276.9921569824219,-3.1259263277053835,0.0038628639,0.0005621791220619343,645,-0.017649326473474503,0.00012861198247264837,0.2,0.00012074240000000002,0.6909205317497253,0.9999445676803589,0.19326171875,0.1,,
536576,723,741,131,299.0,276.72320556640625,-3.1131955325603484,0.0050837803,0.0005500588507857173,650,-0.023537402972579002,0.00011259934794907167,0.2,0.00012012800000000003,0.6877217292785645,0.999953031539917,0.23447265625,0.1,,
540000,,,,,,-3.1012071684002875,0.0044756746,-0.001638192037353292,655,-0.020049290731549263,0.00012591835538842134,0.2,0.00011951360000000001,0.685666561126709,0.999940037727356,0.222119140625,0.1,286.9565124511719,299.0
540672,722,748,132,299.0,276.8819885253906,,,,,,,,,,,,,,
544768,723,753,133,299.0,277.2860107421875,-3.0903840184211733,0.005244353,0.001858534454368055,660,-0.00759828882291913,9.845904044141207e-05,0.2,0.00011889920000000002,0.6829636096954346,0.9999586939811707,0.241796875,0.1,,
548864,724,758,134,299.0,277.41351318359375,-3.077128018438816,0.004556779,0.0028055771996150724,665,-0.012973523698747158,9.012715267999737e-05,0.2,0.0001182848,0.680111825466156,0.9999504089355469,0.20888671875,0.1,,
552960,724,762,135,299.0,277.5468444824219,-3.0626421689987184,0.0027263197,0.0011221094086067752,670,-0.023401567712426186,0.00011649120131096424,0.2,0.0001176704,0.6766956448554993,0.9999483823776245,0.190625,0.1,,
557056,725,767,136,299.0,277.7164611816406,-3.0466246262192724,0.0042398395,0.0008468300846288912,675,-0.013565696775913239,0.0001548822128370375,0.2,0.00011705600000000001,0.6734998822212219,0.999935507774353,0.23896484375,0.1,,
560000,,,,,,-3.036531466245651,0.0046633673,-0.0004431270936038345,680,-0.022665511816740036,9.553579163821269e-05,0.2,0.00011644160000000002,0.6721362471580505,0.9999610185623169,0.22666015625,0.1,283.844970703125,299.0
561152,725,773,137,299.0,277.5584716796875,,,,,,,,,,,,,,
565248,725,778,138,299.0,277.8009033203125,-3.02654922157526,0.004076276,-4.08606167184189e-05,685,-0.009504749439656734,7.636051000190492e-05,0.2,0.0001158272,0.6695651412010193,0.9999616146087646,0.21533203125,0.1,,
569344,725,784,139,299.0,278.1881103515625,-3.013923926651478,0.004722242,0.0028406528377672657,690,-0.008486684411764145,9.00819318530921e-05,0.2,0.00011521280000000001,0.6668245792388916,0.9999622106552124,0.23876953125,0.1,,
573440,726,789,140,299.0,278.123779296875,-2.998047797381878,0.0047269203,-0.0007934696681331843,695,-0.009885098785161972,9.34365752755184e-05,0.2,0.00011459840000000002,0.6628746390342712,0.9999605417251587,0.22021484375,0.1,,
577536,727,794,141,299.0,278.58416748046875,-2.984395422041416,0.004868321,0.00046500882017426194,700,-0.025354700163006783,0.00012235118711032556,0.2,0.00011398400000000003,0.6609591841697693,0.999955952167511,0.2244140625,0.1,,
580000,,,,,,-2.975507119297981,0.0046958793,0.001000757894507842,705,-0.013937761075794697,8.637091443688404e-05,0.2,0.0001133696,0.6592203974723816,0.9999570846557617,0.22197265625,0.1,286.3112487792969,299.0
581632,726,800,142,299.0,278.6923522949219,,,,,,,,,,,,,,
585728,727,805,143,299.0,278.7492370605469,-2.9633528172969816,0.0063426252,0.0010306429961929099,710,-0.020712099969387054,8.217628965212498e-05,0.2,0.00011275520000000001,0.6559739708900452,0.9999666810035706,0.22958984375,0.1,,
589824,727,810,144,299.0,279.1111145019531,-2.9532005950808524,0.0047506583,0.00034048698289552705,715,-0.014091585762798786,9.329491281278024e-05,0.2,0.0001121408,0.6551381945610046,0.9999628067016602,0.221728515625,0.1,,
593920,728,815,145,299.0,279.0936584472656,-2.9447133406996726,0.0047198255,0.0017613941221497954,720,-0.011394402012228966,8.154340744113143e-05,0.2,0.0001115264,0.6521543860435486,0.99996417760849,0.23388671875,0.1,,
598016,728,820,146,299.0,279.2980651855469,-2.9294779881834985,0.0038646723,-0.0013327411339560057,725,-0.012346622534096241,9.095687705666933e-05,0.2,0.00011091200000000001,0.6487905383110046,0.9999632835388184,0.189697265625,0.1,,
600000,,,,,,-2.9186717212200164,0.004081859,-0.0007680986600462347,730,-0.015044083818793297,7.793809470513224e-05,0.2,0.0001102976,0.6480355858802795,0.9999618530273438,0.21767578125,0.1,288.03741455078125,299.0
602112,727,827,147,299.0,279.4495544433594,,,,,,,,,,,,,,
606208,728,831,148,299.0,279.3324279785156,-2.913619780540466,0.0058075185,0.0007457985950168223,735,-0.021138757467269897,7.850599713492557e-05,0.2,0.00010968320000000001,0.6465415954589844,0.9999545216560364,0.234716796875,0.1,,
610304,728,837,149,299.0,279.64324951171875,-2.9023434668779373,0.0048890035,0.001431699913518969,740,-0.022141333669424057,7.040126599804353e-05,0.2,0.00010906880000000001,0.6435079574584961,0.9999739527702332,0.2314453125,0.1,,
614400,729,842,150,299.0,280.0878601074219,-2.886372272670269,0.005330487,0.0013178433757275343,745,-0.012149354442954063,5.962647480828309e-05,0.2,0.00010845440000000002,0.6403151154518127,0.9999716877937317,0.249658203125,0.1,,
618496,730,847,151,299.0,280.4129638671875,-2.8736141666769983,0.0046762545,6.220256036613137e-05,750,-0.02496464177966118,5.9126850260327046e-05,0.2,0.00010784000000000002,0.6383310556411743,0.9999716877937317,0.219580078125,0.1,,
620000,,,,,,-2.8590319871902468,0.0050682565,0.0012039352921419777,755,-0.0203681830316782,6.872319074773259e-05,0.2,0.0001072256,0.6349624991416931,0.9999732971191406,0.23115234375,0.1,285.385009765625,299.0
622592,729,853,152,299.0,280.35711669921875,,,,,,,,,,,,,,
626688,729,858,153,299.0,280.6349792480469,-2.8456611678004267,0.0054636057,0.0017534996222821064,760,-0.014352232217788696,7.173705652121498e-05,0.2,0.0001066112,0.6329886317253113,0.9999691843986511,0.23369140625,0.1,,
630784,730,863,154,299.0,280.8667907714844,-2.8327151879668238,0.005783959,0.001889725390356034,765,-0.012491820380091667,5.6781122225402214e-05,0.2,0.0001059968,0.6298512816429138,0.9999757409095764,0.25400390625,0.1,,
634880,731,868,155,299.0,280.8202209472656,-2.820719990134239,0.0042463657,0.0027534929424291475,770,-0.0052534169517457485,5.827733880323649e-05,0.2,0.0001053824,0.6286496520042419,0.9999758005142212,0.2267578125,0.1,,
638976,731,873,156,299.0,280.9691467285156,-2.8125355184078216,0.0051088654,0.0010553758358582855,775,-0.006965454202145338,5.957713019597577e-05,0.2,0.00010476800000000001,0.6269612908363342,0.9999755620956421,0.219873046875,0.1,,
640000,,,,,,-2.801830866932869,0.0043336786,0.0014102089946391061,780,-0.015735263004899025,5.314434181400429e-05,0.2,0.00010415360000000002,0.624553382396698,0.9999781847000122,0.219287109375,0.1,284.3280029296875,299.0
643072,729,881,157,299.0,281.05975341796875,,,,,,,,,,,,,,
647168,729,887,158,299.0,281.21533203125,-2.78745800703764,0.0046114577,-3.4788211632985624e-05,785,-0.022205086424946785,5.106197045279259e-05,0.2,0.00010353920000000001,0.6215420961380005,0.9999751448631287,0.2212890625,0.1,,
651264,728,893,159,299.0,281.52581787109375,-2.7735872521996496,0.005669066,-0.00028463001071941105,790,-0.009712965227663517,4.914649641705182e-05,0.2,0.00010292480000000001,0.6191604137420654,0.999981164932251,0.24453125,0.1,,
655360,729,898,160,299.0,281.5943908691406,-2.7608289018273355,0.0049826913,0.0005592007073573768,795,-0.006329156458377838,6.232634107163903e-05,0.2,0.00010231040000000002,0.6168992519378662,0.9999750852584839,0.229248046875,0.1,,
659456,729,904,161,299.0,281.4671630859375,-2.7544620379805567,0.0039952644,0.00021097453718539328,800,-0.027220072224736214,6.980823595768016e-05,0.2,0.000101696,0.6167555451393127,0.999963104724884,0.20947265625,0.1,,
660000,,,,,,-2.7496442794799805,0.0051009003,0.002320442424388602,805,-0.010016385465860367,7.298681586007661e-05,0.2,0.0001010816,0.6152560710906982,0.9999656677246094,0.2271484375,0.1,282.57501220703125,299.0
663552,728,910,162,299.0,281.7119445800781,,,,,,,,,,,,,,
667648,728,916,163,299.0,282.1002197265625,-2.739009587466717,0.004825198,0.0012049111086525955,810,-0.01834157295525074,4.57151154478197e-05,0.2,0.0001004672,0.612506091594696,0.9999806880950928,0.219091796875,0.1,,
671744,729,921,164,299.0,282.0380859375,-2.724737860262394,0.005349775,-0.0001933515290147625,815,-0.0037161214277148247,6.735116944582842e-05,0.2,9.985280000000001e-05,0.6103259921073914,0.9999731183052063,0.229345703125,0.1,,
675840,729,926,165,299.0,282.10845947265625,-2.7128611266613007,0.0064259684,0.0019188591308193282,820,-0.01281270943582058,3.967814465113406e-05,0.2,9.92384e-05,0.6085138916969299,0.9999833106994629,0.23916015625,0.1,,
679936,730,930,166,299.0,281.8819580078125,-2.7015784621238708,0.005144338,-0.0014778816374018788,825,-0.01441856101155281,6.12375796777087e-05,0.2,9.862400000000001e-05,0.6061471700668335,0.9999744892120361,0.22763671875,0.1,,
680000,,,,,,-2.691263434290886,0.0059537026,0.0008645922192954458,830,-0.02040288783609867,5.327243824240213e-05,0.2,9.800960000000002e-05,0.6044905781745911,0.9999777674674988,0.227099609375,0.1,287.8264465332031,299.0
684032,729,937,167,299.0,281.87677001953125,,,,,,,,,,,,,,
688128,730,942,168,299.0,282.22735595703125,-2.676682285964489,0.005353557,-0.0017496445885626598,835,-0.012846137396991253,5.243582481853082e-05,0.2,9.739520000000001e-05,0.6007189154624939,0.9999784827232361,0.2154296875,0.1,,
692224,730,947,169,299.0,282.6075134277344,-2.6630401372909547,0.004191343,0.003945952656795271,840,-0.002035279292613268,5.799510022370668e-05,0.2,9.678080000000001e-05,0.5992725491523743,0.9999707341194153,0.2265625,0.1,,
696320,730,953,170,299.0,282.4325256347656,-2.6551952943205834,0.0044329497,0.0012955204874742776,845,-0.02264065109193325,5.1869238916424365e-05,0.2,9.616640000000001e-05,0.5977694988250732,0.9999781250953674,0.252734375,0.1,,
700000,,,,,,-2.6452130168676375,0.005249342,0.0007308501735678874,850,0.0005523419822566211,4.31034084726889e-05,0.2,9.5552e-05,0.5954728126525879,0.9999768137931824,0.229931640625,0.1,287.9931335449219,299.0
700416,729,960,171,299.0,282.6680603027344,,,,,,,,,,,,,,
704512,729,965,172,299.0,282.3091125488281,-2.6335023015737535,0.0052322205,0.001206006975553464,855,-0.021023062989115715,4.149641274580063e-05,0.2,9.49376e-05,0.5931106805801392,0.9999838471412659,0.25087890625,0.1,,
708608,729,970,173,299.0,282.7530822753906,-2.6203308761119843,0.0049949223,0.0011044264349038713,860,-0.004711871035397053,5.10449886405695e-05,0.2,9.432320000000001e-05,0.5903390049934387,0.9999755024909973,0.21279296875,0.1,,
712704,730,976,174,299.0,282.8116455078125,-2.6071414411067964,0.0044429954,0.000400403855019249,865,-0.017027711495757103,4.827282104997721e-05,0.2,9.37088e-05,0.5880044102668762,0.999980628490448,0.225439453125,0.1,,
716800,730,980,175,299.0,282.8310241699219,-2.5955380335450173,0.0061570997,0.0013898456512833946,870,-0.00019300096028018743,4.341003083254691e-05,0.2,9.30944e-05,0.5858563780784607,0.9999834299087524,0.25595703125,0.1,,
720000,,,,,,-2.583399032056332,0.0042587104,0.0012070809476426802,875,-0.015046540647745132,4.289985416789932e-05,0.2,9.248000000000001e-05,0.5836069583892822,0.9999827742576599,0.220947265625,0.1,284.3762512207031,299.0
720896,730,987,176,299.0,282.52435302734375,,,,,,,,,,,,,,
724992,730,992,177,299.0,282.38201904296875,-2.5743221625685693,0.004221411,0.000608718722651247,880,-0.02354714460670948,5.027522805676199e-05,0.2,9.186560000000002e-05,0.5829939246177673,0.999978244304657,0.19091796875,0.1,,
729088,730,998,178,299.0,282.4510498046875,-2.565605865418911,0.0037983947,0.00043298368182149717,885,-0.0169982872903347,7.075273389318681e-05,0.2,9.125120000000001e-05,0.5804486870765686,0.9999736547470093,0.1990234375,0.1,,
733184,730,1003,179,299.0,282.4631652832031,-2.5516965463757515,0.004668547,0.0024073443026281895,890,-0.0035634832456707954,3.823724014182517e-05,0.2,9.06368e-05,0.5778170228004456,0.9999816417694092,0.237841796875,0.1,,
737280,730,1008,180,299.0,282.2596435546875,-2.5394764453172685,0.00432618,-0.00012795290676876904,895,-0.026772424578666687,4.214976647745061e-05,0.2,9.002240000000001e-05,0.5759592056274414,0.9999802708625793,0.202001953125,0.1,,
740000,,,,,,-2.531570020318031,0.004359058,0.00029642904846696185,900,-0.009414054453372955,5.0306489310969485e-05,0.2,8.9408e-05,0.574888288974762,0.9999754428863525,0.228955078125,0.1,288.41156005859375,299.0
741376,729,1015,181,299.0,282.07159423828125,,,,,,,,,,,,,,
745472,730,1020,182,299.0,282.245849609375,-2.5254181250929832,0.004834931,0.00040950100228656086,905,-0.01805286854505539,6.308398036480867e-05,0.2,8.87936e-05,0.574233889579773,0.9999756217002869,0.236083984375,0.1,,
749568,730,1025,183,299.0,282.0794677734375,-2.5169027388095855,0.0041747727,0.00137298990302952,910,-0.018274718895554543,3.6554887094553125e-05,0.2,8.817920000000001e-05,0.572144091129303,0.9999834895133972,0.20888671875,0.1,,
753664,731,1030,184,299.0,282.45684814453125,-2.5063032627105715,0.0049103755,-0.0009954175591701641,915,-0.012113149277865887,4.745605559719479e-05,0.2,8.75648e-05,0.5704490542411804,0.999981164932251,0.227490234375,0.1,,
757760,731,1035,185,299.0,282.2330627441406,-2.49628719240427,0.0067357924,0.00042892790224868804,920,-0.02036379836499691,3.5408064525199735e-05,0.2,8.69504e-05,0.5688323974609375,0.9999852776527405,0.23876953125,0.1,,
760000,,,,,,-2.4870152190327643,0.004872597,0.0014408344562980347,925,-0.010414368472993374,5.3957909835844474e-05,0.2,8.633600000000001e-05,0.5672059059143066,0.9999764561653137,0.20654296875,0.1,288.29681396484375,299.0
761856,730,1042,186,299.0,282.2160949707031,,,,,,,,,,,,,,
765952,731,1047,187,299.0,282.2113037109375,-2.475405639410019,0.0058922144,0.0009715433116070926,930,-0.023061508312821388,3.257920685655336e-05,0.2,8.572160000000002e-05,0.565120279788971,0.999984860420227,0.2123046875,0.1,,
770048,731,1052,188,299.0,282.4386901855469,-2.464594954252243,0.005880768,-0.0005736684543080628,935,-0.006295911036431789,5.3959133879288856e-05,0.2,8.510720000000001e-05,0.5635346174240112,0.9999757409095764,0.229052734375,0.1,,
774144,731,1058,189,299.0,282.64019775390625,-2.4544404596090317,0.005152883,-0.0004684835424995981,940,-0.01700664311647415,6.618975614856027e-05,0.2,8.44928e-05,0.5613524317741394,0.9999608993530273,0.204443359375,0.1,,
778240,731,1063,190,299.0,282.5274353027344,-2.4469468504190446,0.0061430223,0.001360017721890472,945,-0.008469337597489357,3.5526232744587104e-05,0.2,8.38784e-05,0.5611855983734131,0.9999821186065674,0.265185546875,0.1,,
780000,,,,,,-2.443011024594307,0.004312677,-0.001238979064510204,950,-0.014262882061302662,5.479347672689983e-05,0.2,8.3264e-05,0.5599153637886047,0.9999766945838928,0.220458984375,0.1,288.30474853515625,299.0
782336,731,1069,191,299.0,282.4683837890625,,,,,,,,,,,,,,
786432,731,1074,192,299.0,282.88165283203125,-2.4325510784983635,0.004616833,0.0022416584339225664,955,-0.0049752225168049335,3.552350058271259e-05,0.2,8.26496e-05,0.5580765604972839,0.9999852776527405,0.237353515625,0.1,,
790528,732,1079,193,299.0,283.1710205078125,-2.4209408462047577,0.0044409977,0.00012261144875083118,960,-0.017352527007460594,3.887762061367539e-05,0.2,8.203520000000001e-05,0.5562291145324707,0.9999811053276062,0.226220703125,0.1,,
794624,732,1085,194,299.0,283.263916015625,-2.4091585353016853,0.0046237893,0.00016359991277568043,965,-0.01696857623755932,3.146550541259785e-05,0.2,8.14208e-05,0.5540594458580017,0.9999862909317017,0.224462890625,0.1,,
798720,732,1090,195,299.0,283.39263916015625,-2.3999101147055626,0.005546122,0.0015832751989364624,970,-0.014517438597977161,4.545797371520166e-05,0.2,8.08064e-05,0.5533532500267029,0.9999799132347107,0.243212890625,0.1,,
800000,,,,,,-2.3922332033514975,0.005577457,0.00033266957907471804,975,-0.013078675605356693,4.446033516387615e-05,0.2,8.019200000000001e-05,0.5516471266746521,0.9999822974205017,0.21357421875,0.1,287.34075927734375,299.0
802816,731,1097,196,299.0,283.46380615234375,,,,,,,,,,,,,,
806912,732,1102,197,299.0,283.6128234863281,-2.3816588297486305,0.0064336807,-0.0007889615415479056,980,-0.018893254920840263,4.083677147264098e-05,0.2,7.957760000000002e-05,0.5499733090400696,0.9999800324440002,0.24072265625,0.1,,
811008,732,1107,198,299.0,283.8355407714844,-2.374269711971283,0.005055584,-0.0003849761473247781,985,-0.014049655757844448,4.1177490106747425e-05,0.2,7.896320000000001e-05,0.5492806434631348,0.9999833106994629,0.229052734375,0.1,,
815104,732,1112,199,299.0,284.1083679199219,-2.3684065714478493,0.004948449,0.0010176308467634953,990,-0.011896134354174137,4.011238758039326e-05,0.2,7.83488e-05,0.5481869578361511,0.9999805092811584,0.232470703125,0.1,,
819200,733,1116,200,299.0,284.23590087890625,-2.359216992557049,0.0048912875,3.24903434375301e-05,995,-0.009393869899213314,3.0193036411674257e-05,0.2,7.77344e-05,0.5459185838699341,0.9999858140945435,0.215771484375,0.1,,
820000,,,,,,-2.345703886449337,0.006320158,-0.0006271815014770255,1000,-0.0034361816942691803,4.840860560761939e-05,0.2,7.712e-05,0.5431894063949585,0.9999781250953674,0.2486328125,0.1,287.77435302734375,299.0
823296,733,1123,201,299.0,284.42510986328125,,,,,,,,,,,,,,
827392,732,1128,202,299.0,284.4775085449219,-2.335561269521713,0.0064728446,-0.0001474988690461032,1005,-0.017380032688379288,5.250061648212068e-05,0.2,7.65056e-05,0.5427241921424866,0.9999746680259705,0.23671875,0.1,,
831488,733,1134,203,299.0,284.6980895996094,-2.331944018602371,0.0041594105,0.00035158194950781765,1010,-0.023202015087008476,3.5574549247030515e-05,0.2,7.589120000000001e-05,0.541875422000885,0.9999798536300659,0.19375,0.1,,
835584,733,1139,204,299.0,284.7626647949219,-2.324344868957996,0.0047227778,0.00043607837869785726,1015,-0.0191886518150568,3.1923223593821605e-05,0.2,7.52768e-05,0.540705680847168,0.9999797940254211,0.211181640625,0.1,,
839680,733,1144,205,299.0,284.6045227050781,-2.3158416926860808,0.004003863,0.0015802280700881965,1020,-0.017325952649116516,4.010458312677656e-05,0.2,7.46624e-05,0.5396814346313477,0.9999834895133972,0.21142578125,0.1,,
840000,,,,,,-2.3109091475605963,0.005110004,0.0023280813184101135,1025,-0.012369107455015182,3.878743314089661e-05,0.2,7.4048e-05,0.5392131209373474,0.9999824166297913,0.21904296875,0.1,290.79205322265625,299.0
843776,732,1151,206,299.0,284.2567138671875,,,,,,,,,,,,,,
847872,732,1157,207,299.0,284.0412902832031,-2.307075095176697,0.0053369324,0.00012238381459610536,1030,-0.010340215638279915,3.0085175114891172e-05,0.2,7.343360000000001e-05,0.5386238694190979,0.9999852180480957,0.215673828125,0.1,,
851968,732,1162,208,299.0,283.9052734375,-2.3033518865704536,0.0049681338,0.0003316924761747941,1035,-0.022974230349063873,3.257851829516767e-05,0.2,7.281920000000001e-05,0.5382671356201172,0.9999850392341614,0.2298828125,0.1,,
856064,733,1167,209,299.0,283.8587646484375,-2.301049593091011,0.0056603495,2.782757073873654e-05,1040,-0.018127502873539925,2.691134161523223e-05,0.2,7.220480000000002e-05,0.5384922623634338,0.9999863505363464,0.201904296875,0.1,,
860000,,,,,,-2.2969199404120446,0.004875329,0.0011010658854502253,1045,-0.004324373323470354,4.2129425366965734e-05,0.2,7.15904e-05,0.5371697545051575,0.9999822974205017,0.2103515625,0.1,289.5896911621094,299.0
860160,732,1173,210,299.0,284.0264587402344,,,,,,,,,,,,,,
864256,733,1178,211,299.0,283.7769775390625,-2.2879901483654974,0.0059957644,0.0008120440164930187,1050,-0.00856303982436657,2.8673310850990674e-05,0.2,7.097599999999999e-05,0.5358982086181641,0.9999861121177673,0.211083984375,0.1,,
868352,733,1183,212,299.0,284.0694274902344,-2.2799236938357352,0.004621706,-0.0006019381908117794,1055,-0.019633149728178978,3.1539195117602506e-05,0.2,7.03616e-05,0.5349175333976746,0.9999865293502808,0.221142578125,0.1,,
872448,733,1188,213,299.0,284.3150329589844,-2.27311123162508,0.0035938646,0.0011698819944285788,1060,-0.01952536776661873,2.9189436997967277e-05,0.2,6.974720000000001e-05,0.5334828495979309,0.9999864101409912,0.214794921875,0.1,,
876544,733,1194,214,299.0,284.2745056152344,-2.265581278502941,0.004972981,-0.00047205403534462677,1065,-0.011427357792854309,2.653928686981999e-05,0.2,6.91328e-05,0.5327436327934265,0.9999887347221375,0.1923828125,0.1,,
880000,,,,,,-2.260125622153282,0.0057709226,1.9583037646953018e-05,1070,-0.025400394573807716,2.8708126399124013e-05,0.2,6.85184e-05,0.5318933129310608,0.9999871253967285,0.215234375,0.1,291.2626953125,299.0
880640,733,1201,215,299.0,284.1894226074219,,,,,,,,,,,,,,
884736,733,1205,216,299.0,284.43341064453125,-2.253693389892578,0.0041279076,0.00039738504274282603,1075,-0.024356890469789505,3.619165188410989e-05,0.2,6.7904e-05,0.5310126543045044,0.999985933303833,0.20751953125,0.1,,
888832,733,1211,217,299.0,284.4674987792969,-2.2460388243198395,0.0040561724,0.0009853603492956608,1080,0.007285775616765022,2.7080152568714767e-05,0.2,6.728960000000001e-05,0.5294751524925232,0.9999889135360718,0.214990234375,0.1,,
892928,734,1216,218,299.0,284.6550598144531,-2.236758308112621,0.004165022,0.00019533023150870578,1085,-0.002211988437920809,3.0107888790098514e-05,0.2,6.667520000000001e-05,0.5279867649078369,0.9999871253967285,0.20771484375,0.1,,
897024,733,1222,219,299.0,284.8696594238281,-2.2269947424530985,0.004129229,0.0007506991794798523,1090,-0.008631682023406029,2.4130316427317665e-05,0.2,6.60608e-05,0.5267069339752197,0.9999895095825195,0.200146484375,0.1,,
900000,,,,,,-2.219299651682377,0.0045921803,-0.00045566282351501287,1095,-0.0020268037915229797,2.708393138846077e-05,0.2,6.54464e-05,0.5255895256996155,0.9999894499778748,0.208349609375,0.1,289.6590270996094,299.0
901120,733,1228,220,299.0,284.47332763671875,,,,,,,,,,,,,,
905216,733,1233,221,299.0,284.4385070800781,-2.2132679730653764,0.0047668708,-0.0003471550589893013,1100,-0.022799745202064514,3.990074017110601e-05,0.2,6.483199999999999e-05,0.5244792103767395,0.9999814033508301,0.19111328125,0.1,,
