rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/entropy_loss,train/loss,eval/mean_reward,eval/mean_ep_length
269.82611083984375,246,299.0,73,605,149504,0.6834575533866882,0.00017834460254562146,0.229345703125,0.2,0.9997522830963135,-0.015626420789340047,0.000152544,800,0.024898268,-3.1049098536372184,-0.03345807269215584,,
270.2322692871094,250,299.0,74,605,151552,0.679530143737793,0.00018389512470093906,0.21474609375,0.2,0.9998353123664856,-0.019032138013426448,0.00015049599999999996,810,0.021023422,-3.0766029290854933,-0.04350314661860466,,
271.5338134765625,253,299.0,75,605,153600,0.6754797101020813,0.00014602178059703875,0.231689453125,0.2,0.9998543858528137,-0.015979565374436788,0.00014844799999999997,820,0.016949572,-3.059105086326599,-0.051599837839603424,,
272.31939697265625,256,299.0,76,605,155648,0.6707584857940674,0.00011506392021374268,0.174658203125,0.2,0.9999122023582458,-0.013212396978633478,0.00014639999999999998,830,0.014567591,-3.0391257010400294,-0.03180549293756485,,
271.6192932128906,260,299.0,77,606,157696,0.6667771935462952,0.0001586063061722598,0.20341796875,0.2,0.9998381733894348,-0.01726726906490512,0.000144352,840,0.019368703,-3.020672284066677,-0.03571174293756485,,
271.9515686035156,263,299.0,78,605,159744,0.6635549664497375,0.0009952539802497995,0.178076171875,0.2,0.9980250000953674,-0.01657392649212852,0.000142304,850,0.014409254,-3.004472129046917,-0.030600108206272125,,
270.3785400390625,266,299.0,79,606,161792,0.6607518792152405,0.00011316545957242851,0.21904296875,0.2,0.9998994469642639,-0.014264575311972293,0.000140256,860,0.017282248,-2.9910028256475925,-0.020810043439269066,,
,,,,,163076,0.6616509556770325,0.0007427176289638738,0.20849609375,0.2,0.9991176724433899,-0.01698267235988169,0.00013820799999999996,870,0.015337819,-2.9875072084367273,-0.011904626153409481,269.70257568359375,299.0
271.0936584472656,271,299.0,80,603,163840,,,,,,,,,,,,,
270.86187744140625,274,299.0,81,603,165888,0.6591600179672241,0.00034655714987366084,0.223876953125,0.2,0.9987149834632874,-0.012012237544695381,0.00013615999999999997,880,0.022743165,-2.983278679847717,-0.04095671325922012,,
270.64862060546875,278,299.0,82,603,167936,0.6580130457878113,0.0007120269740426011,0.176416015625,0.2,0.9983170032501221,-0.016342494956916198,0.00013411199999999998,890,0.017816788,-2.9757610246539117,-0.006324394606053829,,
269.4818420410156,281,299.0,83,604,169984,0.6570031046867371,0.0006847510006309677,0.230419921875,0.2,0.9995425343513489,-0.015075503510888665,0.000132064,900,0.021030374,-2.9675964012742044,-0.031177757307887077,,
269.7920227050781,284,299.0,84,604,172032,0.6540105938911438,0.0007361991939774271,0.175927734375,0.2,0.9992586970329285,-0.01769870362477377,0.000130016,910,0.016782332,-2.956047549843788,-0.022672539576888084,,
270.1975402832031,288,299.0,85,604,174080,0.6502225399017334,0.00026520110216097235,0.222021484375,0.2,0.9993811845779419,-0.017592686228454113,0.000127968,920,0.020553853,-2.9402424499392508,-0.0543530210852623,,
